user_id,timestamp,timestamp_end,sequence_id,mean_hr_bpm,hr_std_bpm,hr_min_bpm,hr_max_bpm,hr_range_bpm,hr_slope_bpm_per_s,nn_quality_ratio,sdnn_ms,rmssd_ms,pnn50_pct,mean_nn_ms,cv_nn,lf_power_ms2,hf_power_ms2,lf_hf_ratio,total_power_ms2,spo2_mean_pct,spo2_min_pct,spo2_std_pct,accel_x_mean,accel_y_mean,accel_z_mean,accel_x_var,accel_y_var,accel_z_var,accel_mag_mean,accel_mag_var,accel_peak,total_steps,cadence_spm,activity_label,fatigue_level,rpe_raw
hpVemGK27XVVdv3plT72u9tnyac2,1774324082597,1774324112584,W0_1774324052611,92.7896,8.9523,75.0000,115.3846,40.3846,-0.1769,0.9783,62.2504,51.6912,23.5955,652.5889,0.0954,537.4407,460.4316,1.1673,997.8723,83.9707,52.7056,5.8505,1.6228,-8.3254,4.5345,1.4935,0.6001,0.6977,9.7600,0.0411,11.7391,27,27.0122,Treadmill,0,0
hpVemGK27XVVdv3plT72u9tnyac2,1774324097599,1774324127575,W1_1774324067611,91.2775,9.0167,71.4286,115.3846,43.9560,0.2193,0.9367,65.0035,73.9822,27.3973,663.7027,0.0979,1056.5365,667.8580,1.5820,1724.3945,84.7672,72.3183,4.3408,2.0152,-7.2952,5.1902,1.1509,8.1011,1.3810,9.7328,0.1256,15.7502,31,31.0253,Treadmill,0,0
hpVemGK27XVVdv3plT72u9tnyac2,1774324112593,1774324142576,W2_1774324082611,93.7690,10.0879,71.4286,125.0000,53.5714,0.4326,0.9375,68.3068,75.0095,21.6216,647.1200,0.1056,2068.4080,3302.1770,0.6264,5370.5850,84.6130,73.0807,4.5295,1.8008,-5.9269,6.3066,1.1325,11.8281,2.8520,9.6812,0.2312,17.0131,37,37.0216,Treadmill,0,0
hpVemGK27XVVdv3plT72u9tnyac2,1774324127610,1774324157590,W3_1774324097611,95.8284,7.2139,83.3333,125.0000,41.6667,-0.1616,0.9146,44.6071,43.0013,12.1622,629.4533,0.0709,612.1093,811.9117,0.7539,1424.0210,84.6489,73.0812,3.8416,1.6796,-5.1197,7.1494,1.0631,9.6900,2.1299,9.6334,0.2271,17.0131,36,36.0240,Treadmill,0,0
hpVemGK27XVVdv3plT72u9tnyac2,1774324142611,1774324172598,W4_1774324112611,95.0584,8.3926,71.4286,125.0000,53.5714,-0.2184,0.9136,54.9660,77.9805,19.1781,635.9865,0.0864,569.8942,283.0470,2.0134,852.9412,83.6851,73.0812,4.8159,1.8945,-4.9901,6.9188,2.8167,9.7186,5.1478,9.6602,0.7241,28.8101,29,29.0126,Treadmill,0,0
hpVemGK27XVVdv3plT72u9tnyac2,1774324157610,1774324187606,W5_1774324127611,96.0397,7.0565,78.9474,107.1429,28.1955,0.1058,0.9583,46.7299,48.1547,12.0879,628.1630,0.0744,407.9736,493.1267,0.8273,901.1003,82.7319,50.0000,7.3403,1.8868,-6.2966,6.0428,2.3223,6.4021,6.1551,9.6982,0.5461,28.8101,21,21.0032,Treadmill,0,0
hpVemGK27XVVdv3plT72u9tnyac2,1774324172610,1774324202605,W6_1774324142611,95.9277,7.8451,75.0000,115.3846,40.3846,0.2482,0.8824,52.4039,63.8977,20.2703,629.7333,0.0832,381.8745,475.3959,0.8033,857.2703,82.4110,50.0000,7.2809,1.9024,-6.8314,5.4259,4.4199,6.4082,6.3518,9.7603,1.6428,32.0141,24,24.0044,Treadmill,0,0
hpVemGK27XVVdv3plT72u9tnyac2,1774324187616,1774324217602,W7_1774324157611,98.1123,7.4466,75.0000,115.3846,40.3846,0.0783,0.8851,48.9176,67.0673,27.6316,615.2338,0.0795,636.7297,294.4356,2.1625,931.1654,80.0518,50.0000,6.8143,0.6888,-6.6320,5.4132,8.8920,8.3839,8.0210,9.8026,2.9675,32.0141,63,63.0294,Treadmill,0,0
hpVemGK27XVVdv3plT72u9tnyac2,1774324202621,1774324232605,W8_1774324172611,101.3890,8.4484,83.3333,136.3636,53.0303,0.0439,0.8989,46.3370,55.7022,25.3165,595.6000,0.0778,312.4015,983.0918,0.3178,1295.4933,80.0479,50.0000,6.6976,-0.0293,-6.4145,5.5335,9.6190,11.2795,11.7888,9.9457,5.5374,32.0141,87,87.0479,Treadmill,0,0
hpVemGK27XVVdv3plT72u9tnyac2,1774324217615,1774324247584,W9_1774324187611,102.6709,11.0751,78.9474,136.3636,57.4163,0.3031,0.8636,59.9246,81.9331,45.3333,590.7763,0.1014,735.0645,234.9025,3.1292,969.9670,80.3444,64.1984,3.5394,-0.2930,-6.4596,5.7270,8.6275,10.5234,10.2892,9.9395,5.2578,32.0141,115,115.1190,Treadmill,0,0
hpVemGK27XVVdv3plT72u9tnyac2,1774324231321,1774324259998,W10_1774324202611,105.6789,12.4063,83.3333,136.3636,53.0303,0.4308,0.9293,63.4928,88.6746,46.1538,575.1413,0.1104,624.1331,1012.7868,0.6163,1636.9198,80.6093,72.8892,2.6734,-0.3917,-6.8536,5.5936,7.1381,7.9338,9.5831,9.9306,4.4522,30.5031,123,128.6768,Treadmill,0,0
hpVemGK27XVVdv3plT72u9tnyac2,1774324247614,1774324277587,W11_1774324217611,113.1202,14.9548,88.2353,150.0000,61.7647,0.4002,0.9053,69.5435,109.1208,51.7647,539.5116,0.1289,139.7836,1039.2696,0.1345,1179.0533,80.8903,72.8892,2.8577,0.6018,-8.6303,3.8763,18.5510,44.0930,13.8094,11.5034,33.9955,49.2824,109,109.1000,Treadmill,0,0
hpVemGK27XVVdv3plT72u9tnyac2,1774324262618,1774324292592,W12_1774324232611,121.1648,14.2867,90.7716,150.0000,59.2284,0.4827,0.8911,60.2563,86.9997,47.1910,502.2222,0.1200,225.5061,959.9643,0.2349,1185.4704,81.4074,74.8487,2.5901,0.9002,-10.4469,2.2336,29.9847,82.8854,15.9836,13.4533,62.8002,49.2824,112,112.0990,Treadmill,0,0
hpVemGK27XVVdv3plT72u9tnyac2,1774324277610,1774324307597,W13_1774324247611,127.9199,15.7809,100.0000,166.6667,66.6667,0.3400,0.9358,56.6099,85.0484,44.5545,475.9412,0.1189,209.2187,707.8765,0.2956,917.0952,81.4707,74.8482,2.7798,0.9366,-11.1043,1.4978,34.3033,94.8332,16.7143,14.2296,69.7966,49.2824,116,116.0522,Treadmill,0,0
hpVemGK27XVVdv3plT72u9tnyac2,1774324295122,1774324322579,W14_1774324262611,130.9157,15.6199,100.0000,166.6667,66.6667,0.1589,0.9573,53.2311,91.7611,49.5495,464.5893,0.1146,451.5104,383.1262,1.1785,834.6366,81.9446,75.7418,2.5378,0.6990,-11.2748,1.5342,31.3602,85.2464,14.7566,13.9919,65.5538,49.2824,130,142.0403,Treadmill,0,1
hpVemGK27XVVdv3plT72u9tnyac2,1774324304650,1774324331673,W15_1774324277611,131.5998,15.3595,100.0000,166.6667,66.6667,0.1541,0.9741,52.6279,93.2190,50.8929,462.0000,0.1139,520.8242,521.4112,0.9989,1042.2354,82.5147,73.1026,2.1112,0.4212,-10.9477,1.8415,23.0755,62.4075,13.2097,13.0646,51.4283,44.8803,115,127.6690,Treadmill,0,1
hpVemGK27XVVdv3plT72u9tnyac2,1774324322607,1774324352583,W16_1774324292611,133.0904,15.3951,100.0000,166.6667,66.6667,-0.0576,0.9554,52.3872,96.7528,55.6604,456.8131,0.1147,320.2203,297.0249,1.0781,617.2451,82.6662,75.7418,1.9355,-0.1321,-10.5104,2.5337,9.6769,30.4830,8.4632,11.6470,29.8751,32.6333,106,106.0866,Treadmill,0,1
hpVemGK27XVVdv3plT72u9tnyac2,1774324337615,1774324367593,W17_1774324307611,131.9292,12.6811,100.0000,166.6667,66.6667,-0.1192,0.9643,43.4231,80.1020,46.7290,458.9259,0.0946,307.2209,695.1674,0.4419,1002.3883,83.2519,79.7323,1.7631,-0.4982,-9.9732,3.1271,6.8282,27.7041,9.7159,11.3006,26.0366,28.3201,105,105.0771,Treadmill,0,1
hpVemGK27XVVdv3plT72u9tnyac2,1774324352605,1774324382591,W18_1774324322611,129.8978,12.1125,100.0000,166.6667,66.6667,-0.1504,0.9727,44.1605,79.1624,40.5660,465.9813,0.0948,204.9476,257.4828,0.7960,462.4304,83.1944,77.4024,1.7383,-0.6160,-9.9855,3.0944,8.2780,31.9558,11.5161,11.4639,29.9935,28.3201,106,106.0495,Treadmill,0,1
hpVemGK27XVVdv3plT72u9tnyac2,1774324368433,1774324397602,W19_1774324337611,129.1003,13.2886,100.0000,166.6667,66.6667,-0.0409,0.9508,48.7758,88.2548,43.4783,469.7241,0.1038,1426.7559,811.9604,1.7572,2238.7162,83.1658,77.3787,2.1606,-0.5437,-9.8938,3.3035,8.6319,33.2096,12.7462,11.5557,30.1493,30.1430,127,130.6204,Treadmill,0,2
hpVemGK27XVVdv3plT72u9tnyac2,1774324382616,1774324412609,W20_1774324352611,129.0217,14.3083,100.0000,166.6667,66.6667,0.0762,0.9279,52.3706,93.4332,43.1373,470.7767,0.1112,514.0615,552.7022,0.9301,1066.7636,83.2197,75.9592,2.5953,-0.6486,-9.5856,3.7779,8.5367,31.6673,12.8493,11.4709,28.0489,30.1430,105,105.0245,Treadmill,0,2
hpVemGK27XVVdv3plT72u9tnyac2,1774324397606,1774324427579,W21_1774324367611,129.7843,16.0554,99.3377,166.6667,67.3289,0.1484,0.8899,57.9371,98.5488,47.9167,469.3814,0.1234,300.3150,385.8952,0.7782,686.2102,83.2817,75.9592,2.5592,-0.6807,-9.8888,3.6959,9.9997,32.2466,13.1366,11.6406,31.7898,30.1430,106,106.0955,Treadmill,0,2
hpVemGK27XVVdv3plT72u9tnyac2,1774324412610,1774324442589,W22_1774324382611,132.1475,16.6212,99.3377,166.6667,67.3289,0.1310,0.8636,58.4141,99.1449,45.7447,461.2842,0.1266,1004.5724,2271.0379,0.4423,3275.6103,83.8079,75.9592,2.5998,-0.5510,-10.0234,3.6869,9.9836,33.0332,13.5864,11.7432,33.0657,30.1430,106,106.0743,Treadmill,0,2
